,time_hm,day_pct,vol_pct,days,vol_pct_sum
80,1230,0.6231,0.0054,119,0.5619
81,1233,0.6308,0.0047,119,0.5666
82,1236,0.6385,0.0048,119,0.5714
83,1239,0.6462,0.005,119,0.5764
84,1242,0.6538,0.005,119,0.5814
85,1245,0.6615,0.0048,119,0.5862
86,1248,0.6692,0.0048,119,0.591
87,1251,0.6769,0.0046,119,0.5956
88,1254,0.6846,0.0051,119,0.6007
89,1257,0.6923,0.0049,119,0.6056
90,1300,0.7,0.0077,119,0.6133
91,1303,0.7077,0.0067,119,0.62
92,1306,0.7154,0.0065,119,0.6265
93,1309,0.7231,0.0062,119,0.6327
94,1312,0.7308,0.0054,119,0.6381
95,1315,0.7385,0.0058,119,0.6439
96,1318,0.7462,0.0055,119,0.6494
97,1321,0.7538,0.0055,119,0.6549
98,1324,0.7615,0.006,119,0.6609
99,1327,0.7692,0.0061,119,0.667
100,1330,0.7769,0.0068,119,0.6738
101,1333,0.7846,0.0064,119,0.6802
102,1336,0.7923,0.0061,119,0.6863
103,1339,0.8,0.0062,119,0.6925
104,1342,0.8077,0.0065,119,0.699
105,1345,0.8154,0.0067,119,0.7057
106,1348,0.8231,0.0065,119,0.7122
107,1351,0.8308,0.0066,119,0.7188
108,1354,0.8385,0.0066,119,0.7254
109,1357,0.8462,0.0068,119,0.7322
110,1400,0.8538,0.0076,119,0.7398
111,1403,0.8615,0.0084,119,0.7482
112,1406,0.8692,0.0076,119,0.7558
113,1409,0.8769,0.0073,119,0.7631
114,1412,0.8846,0.0077,119,0.7708
115,1415,0.8923,0.0075,119,0.7783
116,1418,0.9,0.0075,119,0.7858
117,1421,0.9077,0.0083,119,0.7941
118,1424,0.9154,0.0079,119,0.802
119,1427,0.9231,0.0084,119,0.8104
120,1430,0.9308,0.0103,119,0.8207
121,1433,0.9385,0.0105,119,0.8312
122,1436,0.9462,0.0112,119,0.8424
123,1439,0.9538,0.0113,119,0.8537
124,1442,0.9615,0.0124,119,0.8661
125,1445,0.9692,0.0149,119,0.881
126,1448,0.9769,0.0226,119,0.9036
127,1451,0.9846,0.0218,119,0.9254
128,1454,0.9923,0.0261,119,0.9515
129,1457,1.0,0.0534,119,1.0
