,time_hm,hour,minute,day_pct
259,1249,12,49,0.6667
260,1250,12,50,0.6692
261,1251,12,51,0.6718
262,1252,12,52,0.6744
263,1253,12,53,0.6769
264,1254,12,54,0.6795
265,1255,12,55,0.6821
266,1256,12,56,0.6846
267,1257,12,57,0.6872
268,1258,12,58,0.6897
269,1259,12,59,0.6923
270,1300,13,0,0.6949
271,1301,13,1,0.6974
272,1302,13,2,0.7
273,1303,13,3,0.7026
274,1304,13,4,0.7051
275,1305,13,5,0.7077
276,1306,13,6,0.7103
277,1307,13,7,0.7128
278,1308,13,8,0.7154
279,1309,13,9,0.7179
280,1310,13,10,0.7205
281,1311,13,11,0.7231
282,1312,13,12,0.7256
283,1313,13,13,0.7282
284,1314,13,14,0.7308
285,1315,13,15,0.7333
286,1316,13,16,0.7359
287,1317,13,17,0.7385
288,1318,13,18,0.741
289,1319,13,19,0.7436
290,1320,13,20,0.7462
291,1321,13,21,0.7487
292,1322,13,22,0.7513
293,1323,13,23,0.7538
294,1324,13,24,0.7564
295,1325,13,25,0.759
296,1326,13,26,0.7615
297,1327,13,27,0.7641
298,1328,13,28,0.7667
299,1329,13,29,0.7692
300,1330,13,30,0.7718
301,1331,13,31,0.7744
302,1332,13,32,0.7769
303,1333,13,33,0.7795
304,1334,13,34,0.7821
305,1335,13,35,0.7846
306,1336,13,36,0.7872
307,1337,13,37,0.7897
308,1338,13,38,0.7923
309,1339,13,39,0.7949
310,1340,13,40,0.7974
311,1341,13,41,0.8
312,1342,13,42,0.8026
313,1343,13,43,0.8051
314,1344,13,44,0.8077
315,1345,13,45,0.8103
316,1346,13,46,0.8128
317,1347,13,47,0.8154
318,1348,13,48,0.8179
319,1349,13,49,0.8205
320,1350,13,50,0.8231
321,1351,13,51,0.8256
322,1352,13,52,0.8282
323,1353,13,53,0.8308
324,1354,13,54,0.8333
325,1355,13,55,0.8359
326,1356,13,56,0.8385
327,1357,13,57,0.841
328,1358,13,58,0.8436
329,1359,13,59,0.8462
330,1400,14,0,0.8487
331,1401,14,1,0.8513
332,1402,14,2,0.8538
333,1403,14,3,0.8564
334,1404,14,4,0.859
335,1405,14,5,0.8615
336,1406,14,6,0.8641
337,1407,14,7,0.8667
338,1408,14,8,0.8692
339,1409,14,9,0.8718
340,1410,14,10,0.8744
341,1411,14,11,0.8769
342,1412,14,12,0.8795
343,1413,14,13,0.8821
344,1414,14,14,0.8846
345,1415,14,15,0.8872
346,1416,14,16,0.8897
347,1417,14,17,0.8923
348,1418,14,18,0.8949
349,1419,14,19,0.8974
350,1420,14,20,0.9
351,1421,14,21,0.9026
352,1422,14,22,0.9051
353,1423,14,23,0.9077
354,1424,14,24,0.9103
355,1425,14,25,0.9128
356,1426,14,26,0.9154
357,1427,14,27,0.9179
358,1428,14,28,0.9205
359,1429,14,29,0.9231
360,1430,14,30,0.9256
361,1431,14,31,0.9282
362,1432,14,32,0.9308
363,1433,14,33,0.9333
364,1434,14,34,0.9359
365,1435,14,35,0.9385
366,1436,14,36,0.941
367,1437,14,37,0.9436
368,1438,14,38,0.9462
369,1439,14,39,0.9487
370,1440,14,40,0.9513
371,1441,14,41,0.9538
372,1442,14,42,0.9564
373,1443,14,43,0.959
374,1444,14,44,0.9615
375,1445,14,45,0.9641
376,1446,14,46,0.9667
377,1447,14,47,0.9692
378,1448,14,48,0.9718
379,1449,14,49,0.9744
380,1450,14,50,0.9769
381,1451,14,51,0.9795
382,1452,14,52,0.9821
383,1453,14,53,0.9846
384,1454,14,54,0.9872
385,1455,14,55,0.9897
386,1456,14,56,0.9923
387,1457,14,57,0.9949
388,1458,14,58,0.9974
389,1459,14,59,1.0
390,1500,15,0,1.0
