,time_hm,agg,time
0,830,15T,08:30
1,845,15T,08:45
2,900,15T,09:00
3,915,15T,09:15
4,930,15T,09:30
5,945,15T,09:45
6,1000,15T,10:00
7,1015,15T,10:15
8,1030,15T,10:30
9,1045,15T,10:45
10,1100,15T,11:00
11,1115,15T,11:15
12,1130,15T,11:30
13,1145,15T,11:45
14,1200,15T,12:00
15,1215,15T,12:15
16,1230,15T,12:30
17,1245,15T,12:45
18,1300,15T,13:00
19,1315,15T,13:15
20,1330,15T,13:30
21,1345,15T,13:45
22,1400,15T,14:00
23,1415,15T,14:15
24,1430,15T,14:30
25,1445,15T,14:45
