,time_hm,agg,time
0,830,30T,08:30
1,900,30T,09:00
2,930,30T,09:30
3,1000,30T,10:00
4,1030,30T,10:30
5,1100,30T,11:00
6,1130,30T,11:30
7,1200,30T,12:00
8,1230,30T,12:30
9,1300,30T,13:00
10,1330,30T,13:30
11,1400,30T,14:00
12,1430,30T,14:30
